snapped_at,price,market_cap,total_volume
2017-10-28 00:00:00 UTC,0.012730162547841727,2903979.054596446,32247.311841579263
2017-10-29 00:00:00 UTC,0.013865761102746073,3163242.3088169782,26491.65466192139
2017-10-30 00:00:00 UTC,0.014955752337419411,3412151.6503839814,181219.34413452938
2017-10-31 00:00:00 UTC,0.013310213264890456,3036923.70483603,88173.30471797292
2017-11-01 00:00:00 UTC,0.013241168106079275,3021414.917310747,49322.98346574112
2017-11-02 00:00:00 UTC,0.013531773814303314,3087957.0766988397,56633.11873838365
2017-11-03 00:00:00 UTC,0.01425243461258011,3252600.0958183734,46462.329351574524
2017-11-04 00:00:00 UTC,0.014263732987191224,3255396.5032086237,88070.81967150215
2017-11-05 00:00:00 UTC,0.014758373222455275,3368514.6981234076,58498.049687893035
2017-11-06 00:00:00 UTC,0.018412808289398147,4202905.576316301,2089313.9256028142
2017-11-07 00:00:00 UTC,0.016032830478563645,3659860.4840904847,890211.0448553729
2017-11-08 00:00:00 UTC,0.01656525320964662,3782505.627490128,209819.1892149769
2017-11-09 00:00:00 UTC,0.017822006082232673,4069774.300276515,233640.5354030841
2017-11-10 00:00:00 UTC,0.015310469082504888,3496507.049233622,172384.00453990538
2017-11-11 00:00:00 UTC,0.014322145167192893,3271100.115327873,66938.2156046777
2017-11-12 00:00:00 UTC,0.012790015192390525,2921354.324278424,92252.21969805515
2017-11-13 00:00:00 UTC,0.014592843888155863,3333427.8901426103,58520.93786694673
2017-11-14 00:00:00 UTC,0.0153729363034142,3511861.74812444,68223.4526189052
2017-11-15 00:00:00 UTC,0.0179882772205519,4109321.82627235,237232.038488069
2017-11-16 00:00:00 UTC,0.0182086413256783,4159662.77976223,319808.17058778
2017-11-17 00:00:00 UTC,0.0172016311648097,3929616.91252333,117599.711228904
2017-11-18 00:00:00 UTC,0.0173826884627376,3970978.4446511,67674.0177223036
2017-11-19 00:00:00 UTC,0.0175444128714601,4007923.48582742,55255.2190734212
2017-11-20 00:00:00 UTC,0.0179519019465341,4102475.93133991,392551.700469047
2017-11-21 00:00:00 UTC,0.0185002247893607,4229637.85025869,166893.797544641
2017-11-22 00:00:00 UTC,0.0184959575254459,4230149.77890405,71033.1568965672
2017-11-23 00:00:00 UTC,0.0189141579202473,4327235.37045571,69950.7892320006
2017-11-24 00:00:00 UTC,0.0197019456784865,4507920.82165884,94063.6027512787
2017-11-25 00:00:00 UTC,0.0218578984447768,5001591.90675581,152229.288270775
2017-11-26 00:00:00 UTC,0.0246667837482984,5644733.7688988,518475.575112593
2017-11-27 00:00:00 UTC,0.0242835652369084,5557544.89939677,282412.324732637
2017-11-28 00:00:00 UTC,0.0245143911265829,5610757.35240882,191350.431266254
2017-11-29 00:00:00 UTC,0.0233944824625685,5359597.46708027,165088.936503934
2017-11-30 00:00:00 UTC,0.0247289945783292,5677427.09153713,166771.591979347
2017-12-01 00:00:00 UTC,0.030128282526406,6917508.38102389,979646.194872624
